SEQID,AGEG5LFS,GENDER_R,U01b000A,AS_Numeric_Encoding,U01b000S,U01b000T,PVLIT1,PVNUM1
1858,50-54,Female,64,"12,1,14,12,15,16,6,10,7,11,8,14,1,15,16,7,8,13,2,4,1,5,3,2,12,14,6,10,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,6,10,7,11,8,14,4,1,5,3,2,4,1,5,3,9",1,268762,305.15253,238.3708
1862,50-54,Male,19,"2,6,10,14,6,10,7,8,7,8,12,7,8,1,3,2,9",0,144020,260.80174,243.1418
1863,55-59,Female,0,9,0,14020,155.50084,124.62142
1864,50-54,Female,49,"12,14,6,10,1,7,11,8,13,1,2,1,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,2,1,2,1,2,4,1,5,3,1,9",1,195105,298.56233,273.04187
1865,35-39,Male,37,"15,16,2,1,12,19,7,8,7,8,6,7,8,27,7,8,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,157976,343.51683,353.83464
1869,20-24,Male,21,"1,2,12,1,14,2,12,1,14,12,19,9",0,99813,249.94558,234.04577
1877,16-19,Male,28,"2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,15,16,6,12,2,4,1,5,3,9",0,104842,270.21644,245.85855
1878,35-39,Female,62,"2,12,1,14,1,12,18,6,26,1,12,19,7,8,7,8,7,8,12,18,1,2,12,19,12,19,12,1,14,1,18,1,15,16,1,6,10,1,14,7,11,8,13,2,12,1,3,2,12,1,3,2,12,1,3,9",1,348750,352.88202,338.27706
1882,35-39,Female,8,"18,1,18,9",0,117514,214.39388,162.45211
1883,60-65,Female,11,"1,9,22,2,1,20,1,2,9",0,129027,262.2384,216.22818
1885,40-44,Female,10,"1,15,16,6,10,1,7,11,8,13,9",0,83003,307.09102,229.22596
1896,35-39,Male,30,"15,16,6,10,1,7,11,8,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,120466,298.93212,246.76331
1898,16-19,Male,0,9,0,22063,268.1365,232.90144
1902,25-29,Female,50,"2,6,10,7,11,8,14,2,6,10,7,11,8,1,13,15,1,16,6,10,7,11,8,7,8,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,197352,336.10778,299.6043
1904,40-44,Female,18,"4,2,1,5,3,4,2,1,5,3,4,1,5,3,4,1,5,3,4,1,5,3,9",0,104365,248.93528,245.85172
1906,40-44,Female,18,"6,10,7,11,8,7,11,8,7,11,8,14,1,13,4,2,1,5,3,9",0,147690,249.68482,259.12763
1910,40-44,Female,55,"1,2,12,7,8,7,8,7,8,7,8,12,7,8,7,11,8,7,11,8,17,7,11,8,12,7,8,7,8,12,7,8,1,3,2,12,7,11,8,7,8,12,7,8,7,8,2,12,2,9",0,327815,210.83576,188.46966
1911,20-24,Female,35,"2,6,10,7,11,8,14,1,13,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",1,158781,257.50743,200.05971
1914,20-24,Female,31,"6,10,1,7,11,8,15,16,1,13,2,4,2,1,2,12,1,3,2,12,1,3,2,12,1,3,2,1,9",1,133359,344.14411,308.42826
1923,20-24,Male,43,"1,2,12,14,1,6,10,7,11,8,1,13,1,6,12,1,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,170881,377.57373,388.8671
1924,40-44,Male,0,9,0,9165,207.39837,196.80669
1927,45-49,Female,51,"12,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,1,6,10,7,11,8,13,2,4,1,5,3,1,6,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,177430,298.72783,255.6814
1937,30-34,Female,38,"1,12,1,6,10,7,8,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,9",1,114402,338.64682,321.36395
1944,35-39,Male,16,"2,12,3,2,12,3,2,12,1,3,9",0,107061,229.06883,243.13284
1953,45-49,Female,70,"1,20,1,2,12,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,1,6,10,7,11,8,14,1,13,1,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,1,9",1,415860,299.95824,294.28493
1954,30-34,Female,33,"12,14,6,10,7,11,8,14,1,15,16,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,158932,284.84205,245.55947
1956,25-29,Male,46,"6,10,7,11,8,14,1,13,2,4,2,1,2,1,6,10,1,21,6,10,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,148453,229.81764,225.35242
1968,25-29,Female,41,"1,12,1,2,1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,9",1,127619,324.36367,311.49798
1976,16-19,Male,51,"2,12,6,10,7,11,8,14,1,13,1,2,4,2,1,5,3,2,4,2,1,4,2,1,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,172013,304.84556,267.32445
1983,20-24,Female,47,"2,1,2,12,1,6,10,1,14,7,11,8,13,1,2,12,1,3,1,2,12,1,3,2,12,1,3,2,12,1,2,12,1,3,2,12,1,3,9",1,186260,289.85868,246.48547
1988,20-24,Female,35,"1,2,12,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,126794,264.52535,256.27052
1989,50-54,Female,6,"4,1,5,3,1,9",0,83268,291.53906,289.56206
1992,30-34,Female,8,"6,10,7,11,8,14,1,13,9",0,93611,226.41696,190.08289
1995,45-49,Female,35,"2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,1,2,4,1,5,3,2,1,9",1,167416,265.10014,234.56522
2002,25-29,Male,0,9,0,5307,291.00972,270.96706
2010,30-34,Male,49,"6,10,7,11,8,14,1,13,2,1,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,2,1,5,3,1,2,9",1,149201,340.8671,345.0243
2019,60-65,Female,17,"4,2,1,5,3,1,4,1,5,3,1,4,1,5,3,1,9",0,34364,201.55745,182.2729
2021,35-39,Male,43,"6,10,1,7,11,8,13,2,4,2,1,6,10,1,21,1,6,10,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,122623,339.1512,329.10289
2022,20-24,Male,23,"4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",0,75402,283.77077,245.08106
2025,30-34,Female,83,"12,6,10,7,11,8,14,15,1,16,1,13,15,16,2,12,1,3,2,12,1,3,2,15,16,1,4,2,1,5,3,4,1,5,3,1,17,6,1,6,10,1,21,6,10,7,11,8,15,16,13,1,15,16,6,10,7,11,8,7,8,13,1,2,1,2,12,1,3,2,12,1,3,2,12,1,3,9",0,198918,243.85572,195.88032
2027,50-54,Female,16,"12,1,15,16,1,9",0,66408,150.06698,131.69064
2028,45-49,Male,8,"4,2,1,9",0,86011,217.46639,162.57983
2029,20-24,Male,3,"4,1,5,3,9",0,49251,219.26104,190.27033
2039,55-59,Female,6,"1,2,1,9",0,38913,263.26549,265.1613
2047,30-34,Female,46,"1,2,1,6,10,7,29,28,24,23,17,28,24,23,17,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,4,1,5,3,2,4,1,5,3,9",1,106308,299.83306,262.14251
2048,35-39,Female,4,"1,12,1,9",0,101603,224.79378,193.22383
2049,50-54,Male,0,9,0,7273,221.37566,222.11264
2053,25-29,Male,37,"4,2,1,12,19,12,19,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",0,147099,279.76331,286.28003
2058,20-24,Male,0,9,0,5198,154.48488,130.01541
2059,25-29,Female,28,"6,10,7,11,8,14,1,13,6,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,133397,300.48823,292.67822
2065,30-34,Female,42,"1,2,20,12,6,10,7,11,8,3,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,4,1,5,3,9",1,177657,262.43835,260.22862
2068,60-65,Female,19,"1,2,1,2,1,2,1,2,1,2,1,9",0,153621,277.53408,278.60118
2074,30-34,Female,37,"1,15,16,1,6,1,2,6,10,7,11,8,14,1,13,2,4,2,1,2,12,1,3,2,12,1,3,2,12,1,3,9",1,152176,320.09146,296.36376
2083,45-49,Female,53,"1,6,10,7,11,8,1,17,7,11,8,7,8,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,157238,306.04166,259.47895
2089,45-49,Male,16,"6,10,7,11,8,14,7,8,15,16,6,24,12,9",0,147795,223.38538,178.48233
2090,50-54,Female,28,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,166766,309.96296,294.51286
2101,16-19,Female,55,"6,10,7,11,8,1,13,2,4,1,5,3,2,4,2,1,6,10,7,11,8,23,4,2,1,5,3,1,6,1,2,4,2,1,4,2,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,137948,298.75152,323.59672
2104,35-39,Female,20,"2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,41396,264.21518,233.68646
2105,20-24,Female,28,"2,1,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,143673,254.6634,198.47179
2106,25-29,Female,31,"6,10,7,11,8,14,15,16,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,9",1,81677,261.57881,297.31187
2113,40-44,Female,0,9,0,51493,206.53739,125.49549
2114,25-29,Male,50,"1,2,1,15,16,6,10,1,7,11,8,1,13,2,4,2,1,5,3,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,178182,358.24266,342.98144
2121,50-54,Female,30,"1,2,1,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,109890,283.43218,273.2537
2123,45-49,Female,30,"6,27,4,1,5,3,2,1,2,4,1,5,3,2,4,2,1,5,3,9",0,181228,263.03551,236.03462
2124,55-59,Female,43,"6,10,7,11,8,14,7,11,8,14,1,13,1,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,123253,358.46507,327.91239
2125,16-19,Male,35,"6,10,7,8,1,7,11,8,13,2,12,1,3,2,12,1,3,2,12,1,3,2,9",1,159611,334.09047,350.24599
2127,60-65,Female,64,"2,12,1,3,2,12,1,3,2,12,1,3,2,12,7,11,8,6,7,8,10,25,2,6,1,2,4,2,6,10,1,6,10,7,11,8,14,1,13,2,1,12,1,2,12,1,3,2,12,1,3,9",0,349370,288.73072,265.60494
2129,16-19,Female,0,9,0,12353,215.46058,145.86237
2130,55-59,Female,37,"33,12,19,7,8,7,8,7,6,10,8,7,11,8,14,6,1,13,10,7,11,8,14,1,7,11,2,1,8,1,13,12,19,2,6,1,9,1,22,9,17,12,19",0,243286,331.12608,326.76488
2142,55-59,Female,72,"1,9,22,6,10,1,7,11,8,13,2,4,1,5,3,1,2,1,20,12,19,1,12,19,12,7,11,8,14,1,6,12,1,7,11,8,14,1,7,11,28,24,23,17,28,24,23,17,8,14,1,12,19,9",0,663678,365.80497,286.91279
2143,25-29,Female,22,"20,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,124213,262.09411,218.51726
2144,40-44,Male,62,"1,6,10,1,7,11,8,15,16,1,13,1,6,10,1,7,11,8,1,13,2,4,1,5,3,1,2,4,2,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,6,9",1,248622,355.06569,351.7246
2147,40-44,Male,2,"2,1,9",0,36504,231.50251,188.43919
2148,16-19,Female,39,"1,12,1,2,12,14,6,10,7,11,8,1,13,1,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,152010,339.7771,278.78842
2153,35-39,Male,38,"15,16,6,10,1,7,11,8,13,2,4,1,5,3,2,1,6,10,1,7,11,8,23,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,153790,339.29071,341.21183
2154,45-49,Female,71,"1,12,15,1,18,1,12,1,20,6,10,7,11,8,14,12,19,6,10,1,7,11,8,13,6,10,1,16,6,1,14,6,10,1,7,11,8,14,1,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,9",0,487050,328.38141,288.97414
2156,25-29,Female,40,"12,1,14,15,16,6,10,7,11,8,14,15,1,16,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,1,9",1,151102,252.76854,204.32004
2157,25-29,Female,70,"2,1,2,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,6,10,1,14,6,10,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,1,2,4,1,5,3,1,2,1,2,1,2,9",1,179105,315.22218,282.74574
2158,50-54,Male,1,"1,9",0,39144,242.90229,253.12242
2159,45-49,Male,44,"1,2,1,2,6,1,6,10,14,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,146062,315.1589,300.81785
2162,25-29,Male,35,"1,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,136476,265.33666,274.22644
2178,30-34,Male,36,"1,2,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,9",1,165776,337.49499,310.73746
2180,25-29,Female,11,"2,1,2,9",0,122636,236.70343,203.45782
2184,50-54,Male,50,"1,2,1,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",1,183889,362.71036,360.54351
2185,45-49,Female,4,"15,6,9",0,67953,263.95789,238.76407
2188,16-19,Female,37,"2,6,10,7,11,8,1,15,16,13,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,82039,300.30866,269.427
2190,30-34,Male,77,"1,6,10,7,11,8,1,13,6,10,7,11,8,1,13,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,1,4,2,1,5,3,4,1,5,3,1,6,10,1,21,6,10,1,7,11,8,13,1,2,17,4,1,5,3,4,1,5,3,9",1,203460,342.26971,309.26802
2194,25-29,Female,38,"6,10,7,11,8,14,1,13,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,109988,317.30831,255.10301
2204,25-29,Female,36,"1,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,101670,358.94934,264.38256
2207,55-59,Male,0,9,0,19793,231.67107,195.8915
2216,25-29,Female,39,"2,1,6,10,1,7,11,8,13,2,4,1,5,3,1,2,4,1,5,3,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",1,156723,325.52952,292.81668
2217,16-19,Female,176,"6,10,7,8,1,14,1,6,10,1,7,11,8,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,10,7,29,8,14,1,6,1,6,10,1,21,6,10,1,7,11,8,13,1,6,10,14,7,11,8,1,7,11,8,13,1,6,1,6,1,6,10,1,21,6,10,1,21,1,6,10,1,21,1,4,1,5,3,4,1,5,3,4,1,5,3,4,1,5,3,1,6,10,1,21,1,6,10,1,7,11,8,13,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,6,10,7,11,8,13,4,1,5,3,1,2,4,1,5,3,9",0,653054,267.3384,247.02357
2227,45-49,Female,28,"6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,1,2,4,1,5,3,9",0,81479,280.40718,256.33691
2228,20-24,Female,36,"12,14,6,10,1,17,7,11,8,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",0,141446,309.03732,287.24875
2231,60-65,Male,29,"12,14,15,1,16,1,12,19,12,7,11,8,14,18,9,22,12,19,2,12,9",0,262237,275.09702,264.60814
2234,16-19,Male,36,"2,4,1,5,3,2,4,2,4,2,1,5,3,2,6,10,7,11,8,14,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,12,9",0,158842,227.8154,230.15864
2237,60-65,Male,44,"1,2,4,2,6,2,4,2,1,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,1,9,17",0,248709,299.24896,329.90324
2240,35-39,Female,37,"1,15,16,1,15,6,10,7,11,8,7,8,14,1,13,1,16,2,4,1,5,3,2,4,2,1,5,3,2,1,9",0,125627,267.98402,270.14914
2242,60-65,Female,32,"2,4,2,4,2,1,6,10,7,11,8,14,1,14,6,9,22,12,6,12,9",0,192818,316.22477,284.4509
2245,35-39,Female,20,"4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,9",0,95263,240.54364,181.72317
2246,45-49,Male,0,9,0,46536,243.7386,178.85483
2251,25-29,Male,37,"1,6,10,1,7,11,8,7,8,13,2,4,1,5,3,2,4,2,1,4,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,113298,287.46523,301.11864
2254,55-59,Male,0,9,0,9698,210.45324,192.68123
2256,25-29,Male,18,"2,1,12,2,12,4,2,1,5,3,12,19,9",0,140211,258.79762,240.5388
2260,30-34,Female,3,"4,1,5,3,9",0,68952,257.1959,278.8443
2268,30-34,Male,71,"6,10,1,7,11,8,7,8,13,6,10,7,11,8,1,13,2,1,6,10,1,21,1,6,10,1,21,6,10,1,13,6,10,7,29,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,4,1,5,3,9",0,160308,333.26773,298.01276
2278,35-39,Female,18,"4,1,5,3,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,40797,231.40003,196.64304
2279,55-59,Male,29,"6,10,1,14,7,8,7,11,8,13,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,97406,318.1794,296.77065
2280,40-44,Female,0,"20,9",0,110322,197.62518,150.60765
2282,25-29,Male,4,"2,12,2,9",0,63011,302.40995,295.06174
2284,50-54,Female,31,"2,4,1,5,3,1,2,4,1,5,3,2,4,1,5,3,1,2,4,1,5,3,2,4,1,5,3,1,9",0,250452,279.65381,270.13531
2287,55-59,Male,0,9,0,23058,274.18031,255.17729
2290,50-54,Female,36,"1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",1,133959,346.07722,281.96648
2294,30-34,Male,45,"2,6,10,1,7,11,8,13,6,10,1,21,6,10,1,13,2,4,2,1,5,3,1,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,205277,335.72133,295.39213
2295,16-19,Male,38,"2,1,2,1,2,4,2,4,1,5,3,2,9",0,136436,286.77094,244.67799
2301,50-54,Male,22,"1,12,19,2,15,16,6,12,19,1,2,4,2,1,12,7,11,8,14,9",0,192995,297.54491,287.77825
2311,50-54,Male,37,"2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,154729,279.19786,238.28025
2314,50-54,Female,29,"2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,4,1,5,3,1,9",0,41561,225.52153,223.02986
2316,20-24,Female,33,"6,10,7,11,8,14,1,13,2,6,10,1,3,2,6,10,1,3,2,6,10,1,3,2,1,2,9",1,97290,248.63976,268.68743
2317,35-39,Female,9,"12,1,3,2,12,1,3,9",0,122070,206.53104,181.4427
2319,55-59,Female,29,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,110582,281.50204,255.09707
2322,25-29,Male,0,9,0,7752,279.75238,261.34052
2323,35-39,Male,23,"1,6,10,1,7,11,8,13,1,6,10,1,14,1,7,11,8,23,1,9",0,97752,310.17768,274.1016
2331,30-34,Male,15,"1,15,2,9,22,2,9",0,131002,226.14304,207.64076
2339,45-49,Female,61,"2,18,1,18,1,15,2,6,24,10,1,7,11,8,1,13,1,16,1,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,1,9",1,291986,275.10358,288.13605
2342,25-29,Female,70,"12,2,4,2,4,2,1,12,19,1,15,1,2,17,2,17,2,17,6,10,7,11,8,14,1,13,1,16,1,2,4,1,5,3,2,4,1,5,3,2,4,2,1,2,4,1,5,3,9,22,1,2,9",1,389686,311.64593,287.56125
2350,25-29,Female,7,"1,9",0,62943,248.28183,240.64658
2351,25-29,Female,45,"1,2,4,1,5,3,2,6,10,7,11,8,14,7,8,1,13,1,2,4,1,5,3,1,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,255402,299.07037,260.16768
2352,35-39,Male,20,"15,16,15,2,12,20,12,3,2,12,1,16,1,3,2,9",0,329617,266.86532,300.92094
2353,60-65,Male,17,"2,1,9,22,18,1,2,1,18,1,18,6,18,9",0,122715,260.79402,264.0041
2366,30-34,Female,22,"4,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,93830,280.2324,228.60904
2367,20-24,Female,33,"2,6,10,7,11,8,14,1,13,1,6,10,1,14,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,142402,328.6229,292.70026
2369,25-29,Male,8,"2,12,2,15,16,12,1,3,9",0,52650,228.19906,219.97242
2383,35-39,Female,1,"1,9",0,18291,256.14377,234.51427
2385,45-49,Female,45,"1,6,1,15,16,1,15,16,6,10,7,11,8,14,1,15,16,13,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,201317,283.74004,263.56671
2395,16-19,Female,5,"12,7,8,9,7,8",0,38945,234.58994,198.50753
2397,60-65,Female,55,"6,10,7,11,8,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,2,1,9",1,237714,298.63939,302.0995
2408,40-44,Male,49,"1,2,4,2,1,2,4,2,1,5,3,2,4,1,5,3,1,2,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,4,1,5,3,9",0,180030,324.83268,302.12086
2410,60-65,Female,10,"1,20,6,26,31,6,10,6,9",0,81980,280.15028,289.19777
2423,30-34,Female,7,"4,1,5,3,1,4,1,5,3,9",0,34469,261.72954,199.86003
2446,45-49,Male,23,"2,1,12,6,10,7,11,8,7,8,7,8,14,1,13,12,6,10,14,6,10,9,22,12,6,9",0,179045,268.39754,235.36325
2449,20-24,Male,39,"1,6,10,1,7,11,8,13,1,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",1,110828,344.68535,324.20397
2453,45-49,Male,57,"1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,12,19,7,8,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,432390,306.3594,313.48939
2456,40-44,Male,52,"2,6,10,7,11,8,14,15,16,15,16,15,16,6,10,6,10,14,15,14,16,6,14,6,10,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,202366,286.94101,282.72611
2460,35-39,Male,52,"1,18,6,10,7,11,8,14,1,13,1,6,10,1,21,1,6,10,1,13,2,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,182932,344.03988,380.62389
2466,50-54,Female,37,"1,12,1,2,12,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,174752,355.61551,338.44897
2474,25-29,Male,47,"2,1,6,10,1,7,11,8,13,6,10,7,11,8,23,4,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,206509,296.56187,248.53164
2476,16-19,Female,30,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",1,106015,290.1863,268.31096
2478,25-29,Female,27,"12,14,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,221074,346.40156,291.26501
2483,30-34,Male,50,"2,12,3,1,2,6,10,1,7,11,8,13,6,10,1,7,11,8,13,2,4,2,1,5,3,4,2,4,2,1,4,1,5,3,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,215314,232.86353,243.63306
2487,60-65,Male,27,"2,12,6,7,8,7,8,12,7,8,2,12,1,3,1,9",0,265420,234.62981,238.32465
2488,30-34,Male,28,"1,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,4,2,1,4,2,1,5,3,2,4,1,5,3,9",0,68133,297.27879,295.95819
2489,16-19,Female,48,"1,2,6,10,7,11,8,1,13,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,6,10,7,11,8,13,2,4,1,5,3,2,4,1,5,3,9",1,123468,271.95368,248.66595
2490,16-19,Male,0,9,0,7565,201.59305,187.37234
2492,40-44,Female,0,9,0,28312,258.65162,253.0121
2494,35-39,Female,36,"6,10,15,16,7,11,8,14,1,13,2,4,2,1,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,125002,333.1303,325.33787
2497,25-29,Male,24,"2,6,10,7,11,8,14,1,13,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,9",1,112617,260.57737,254.07199
2500,20-24,Female,0,9,0,5809,217.78672,158.09097
2503,25-29,Female,41,"12,14,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,4,1,5,3,1,9",1,125604,294.28177,304.21155
2505,20-24,Male,51,"6,10,7,11,8,7,8,14,1,13,1,2,4,2,1,5,3,2,6,10,1,7,11,8,13,1,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,6,1,6,9",1,192952,303.95223,214.42805
2509,45-49,Female,0,9,0,12394,291.53659,275.50362
2513,35-39,Male,37,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,1,4,1,5,3,4,1,5,3,1,9",1,150864,299.38826,301.97644
